class,boxes,median_area,p10_area,median_short_side_px,pct_small,pct_medium,pct_large
needle,1944,0.0009191983024691359,7.1774156e-05,12.379999999999999,80.8641975308642,19.084362139917694,0.051440329218107
wound,2463,0.002522487461419753,0.00045665147569444437,13.94962962962963,49.77669508729192,50.182704019488426,0.04060089321965083
Tip_forcep,803,0.002636578993055556,0.0013774839409722223,27.9,45.45454545454545,54.420921544209214,0.12453300124533001
Tip_needle_holder,1467,0.003167024016203704,0.0017959728009259261,28.096666666666668,29.243353783231083,70.68847989093388,0.0681663258350375
finger,9884,0.018706951533564813,0.005116536603009259,69.04666666666667,4.026709834075273,59.01456900040469,36.95872116552003
forcep,1754,0.0234921875,0.00489585,59.419259259259256,3.135689851767389,44.070695553021665,52.79361459521095
Stitch Scissors,29,0.04101583463541667,0.019876420187114198,83.81,0.0,20.689655172413794,79.3103448275862
needle_holder,2729,0.05924102604166666,0.0020086047839999997,111.90333333333334,10.66324661048003,8.684499816782704,80.65225357273727
hand,1884,0.08392048935200001,0.00203750299,128.66688,12.632696390658174,20.222929936305732,67.1443736730361
